,importance,feature
306,0.000183831205524105,V253
214,0.00018185453782391925,V161
244,0.0001782993415012366,V191
132,0.00017102524053600653,V79
261,0.00017000403173859295,V208
118,0.00016628249620802402,V65
201,0.00016555850460504381,V148
156,0.00016458103282727601,V103
234,0.0001620455364389577,V181
295,0.00016008002420521062,V242
404,0.00014599080068468254,id_12
69,0.00014581220218638007,V16
197,0.00014412033130250612,V144
133,0.00014212467483125206,V80
332,0.00014212295939653043,V279
142,0.00014042125364319952,V89
141,0.0001359748564198925,V88
421,0.00013128670780671592,id_29
121,0.0001281622553092694,V68
375,0.00012718045165010361,V322
80,0.00012537611932428533,V27
157,0.00012488080530373544,V104
113,0.0001235963722720351,V60
427,0.0001228882255395135,id_35
387,0.00012233077647201126,V334
233,0.00012043641671910791,V180
302,0.00011890509381077377,V249
417,0.00011813376617553842,id_25
161,0.00011804442029468352,V108
210,0.00011710828235336495,V157
159,0.00011693943177344102,V106
124,0.00011498136493169261,V71
283,0.00011462043792213033,V230
207,0.00010925633255402007,V154
85,0.0001070415470360027,V32
277,0.00010663910564157377,V224
81,0.00010201472028380503,V28
246,9.591627746365095e-05,V193
392,9.543862719097085e-05,V339
355,9.096664402338301e-05,V302
235,8.671979711517494e-05,V182
217,8.594440431305236e-05,V164
258,8.544282689998503e-05,V205
174,8.429834510397693e-05,V121
380,8.429535108822981e-05,V327
112,8.358407954952354e-05,V59
194,8.28676445819562e-05,V141
227,8.20915067004249e-05,V174
415,7.696259018293143e-05,id_23
236,7.522567159457119e-05,V183
252,7.355399000358069e-05,V199
54,7.297230343602122e-05,V1
232,7.1046467617095e-05,V179
420,6.450153194298709e-05,id_28
176,6.290915918634231e-05,V123
390,6.03659154070796e-05,V337
379,6.0180537275656944e-05,V326
294,5.850885568466647e-05,V241
286,5.726154223881214e-05,V233
191,5.390639353995465e-05,V138
68,5.3493810911695077e-05,V15
226,5.024513471151184e-05,V173
391,5.015044772971412e-05,V338
221,4.8630130649870744e-05,V168
173,4.6463857405983654e-05,V120
199,4.613425633670659e-05,V146
193,4.5312232084633645e-05,V140
322,4.0120358183771294e-05,V269
378,3.343363181980941e-05,V325
382,3.0541460368212116e-05,V329
116,2.9470685577366593e-05,V63
208,2.507522386485706e-05,V155
67,2.507522386485706e-05,V14
163,2.507522386485706e-05,V110
170,2.34128183710336e-05,V117
290,9.409405255952884e-06,V237
389,0.0,V336
172,0.0,V119
171,0.0,V118
381,0.0,V328
250,0.0,V197
71,0.0,V18
358,0.0,V305
419,0.0,id_27
160,0.0,V107
18,0.0,C3
383,0.0,V330
384,0.0,V331
