,importance,feature
304,0.0015821606241780476,V251
283,0.0015657720670301928,V230
122,0.0015504126533722453,V69
265,0.001508702521683047,V212
298,0.0014916394430993603,V245
92,0.0014912657516294565,V39
354,0.0014896829650550452,V301
327,0.0014850316627231944,V274
249,0.0014770801978273497,V196
176,0.00145562691657907,V123
41,0.0014452775201933758,D12
248,0.0014313172682397738,V195
270,0.001428766489115702,V217
93,0.0014261916620322101,V40
178,0.0014198155116585949,V125
190,0.0013927220955246421,V137
225,0.0013754492197609316,V172
246,0.001370495977016245,V193
56,0.0013661350978350362,V3
374,0.0013639406043163373,V321
303,0.0013613279257589784,V250
404,0.0013566881614078268,id_12
236,0.0013530969053667417,V183
328,0.001330116953752328,V275
154,0.001300183922424091,V101
396,0.001295249914492201,id_04
244,0.0012897369274172392,V191
126,0.0012822562929429245,V73
352,0.0012808767296160382,V299
286,0.0012685148365496756,V233
353,0.0012661758720221765,V300
277,0.0012497969180072434,V224
60,0.0012460369524950774,V7
96,0.0012435245555570663,V43
86,0.0012431844668248063,V33
62,0.0012420990936119728,V9
124,0.001226405791442438,V71
408,0.0012247059451198463,id_16
276,0.0012169180390832408,V223
275,0.0012129767043732467,V222
309,0.0012098524632557154,V256
429,0.001195505415533629,id_37
78,0.001192757111798301,V25
208,0.0011893695999012732,V155
231,0.0011847913362358913,V178
271,0.0011837741005435495,V218
134,0.0011726623138777524,V81
260,0.0011710295631057383,V207
256,0.0011632852681146197,V203
222,0.001153807229333331,V169
102,0.0011479589976199586,V49
274,0.001139197889691457,V221
316,0.001125595023683016,V263
87,0.0011067272650494768,V34
228,0.0011018396555679587,V175
257,0.0010921083975706284,V204
36,0.0010766148247995477,D7
159,0.0010722879298681906,V106
111,0.001071749042067894,V58
151,0.001070302642846263,V98
282,0.001069169793133334,V229
262,0.0010638276163667248,V209
364,0.0010589684490308854,V311
211,0.001058379246611656,V158
165,0.0010530255051245216,V112
356,0.0010505392988853532,V303
138,0.0010504379442570111,V85
59,0.0010358630520669754,V6
424,0.0010348981762159806,id_32
234,0.001024329426351497,V181
224,0.0010064035353026391,V171
42,0.0010024213810952796,D13
287,0.0010015614493518554,V234
281,0.0009952543979376437,V228
55,0.0009942519114772782,V2
64,0.0009918243000734738,V11
339,0.0009885836208738184,V286
227,0.000985938276391407,V174
301,0.0009836919207789876,V248
206,0.0009831401372182252,V153
403,0.00098261392325676,id_11
372,0.0009745841586012883,V319
146,0.0009684637501557146,V93
162,0.0009669816510873743,V109
330,0.0009583510725997642,V277
101,0.000936543509250047,V48
263,0.0009227130322420421,V210
428,0.0009138195840518141,id_36
63,0.0008860347202238343,V10
426,0.0008818272834165001,id_34
291,0.0008779690246694342,V238
324,0.0008761865551383544,V271
144,0.0008724035436200823,V91
289,0.0008657205192105705,V236
132,0.000857108661317342,V79
350,0.0008532601928393236,V297
402,0.0008459460078112383,id_10
357,0.0008343760804841825,V304
251,0.0008288280902842553,V198
61,0.0008269478587227399,V8
230,0.0008269297555181136,V177
266,0.0008222452320436069,V213
300,0.00081411172474083,V247
223,0.0008139729539228391,V170
188,0.000812743445282303,V135
193,0.0008076927513290859,V140
220,0.0008039486942992858,V167
210,0.0007936271603622688,V157
199,0.000792790481064404,V146
235,0.0007866561455913445,V182
237,0.0007840161130850785,V184
233,0.0007803349594664272,V180
255,0.000774588663614115,V202
145,0.0007724082574468242,V92
326,0.0007692474259382605,V273
83,0.0007676818591447383,V30
200,0.0007660571089203704,V147
292,0.0007637099370690857,V239
269,0.0007622376776942771,V216
325,0.0007563385168884906,V272
117,0.0007366981828203644,V64
319,0.0007277079413753583,V266
331,0.0007246018835325055,V278
329,0.0007183166518025823,V276
323,0.0007067876892283638,V270
116,0.0006987162915754765,V63
169,0.0006984037211111625,V116
268,0.0006967496577654434,V215
320,0.0006867763126454977,V267
305,0.0006836899961868309,V252
290,0.0006788925091217416,V237
54,0.0006711896121211389,V1
157,0.000671053656017641,V104
133,0.0006700045785667855,V80
245,0.0006683280432354592,V192
166,0.0006632968778814349,V113
306,0.0006615149512096914,V253
376,0.0006614648757662968,V323
163,0.0006589870222827884,V110
288,0.0006504708928582964,V235
238,0.0006461675253367429,V185
321,0.0006359204926525322,V268
280,0.0006349812104486492,V227
125,0.0006347496434615744,V72
421,0.0006347284221353828,id_29
205,0.0006325476118271093,V152
167,0.0006314973580148921,V114
355,0.000617916031025496,V302
261,0.0006153139162507385,V208
377,0.0006078458274501998,V324
113,0.0006030400392090097,V60
137,0.0005869849105846442,V84
273,0.0005856999982486556,V220
375,0.0005825607453761722,V322
267,0.000582206637232906,V214
70,0.000580052467872337,V17
226,0.0005790782258717641,V173
203,0.0005694340212351551,V150
204,0.0005316015017718413,V151
141,0.0005183652460424694,V88
103,0.0005123928493633222,V50
192,0.0005063038327707942,V139
94,0.0005025867551361839,V41
294,0.0005005681150091258,V241
69,0.0004874938127158123,V16
112,0.0004861711522357587,V59
121,0.00047968329058943344,V68
45,0.0004745578270879935,M1
258,0.000470646798842959,V205
110,0.0004665132612182776,V57
218,0.00046606874747114594,V165
118,0.0004659207198946101,V65
195,0.0004578729484066259,V142
196,0.00045387097891937817,V143
174,0.0004459762965187828,V121
71,0.0004322253195421006,V18
198,0.000431839656496569,V145
259,0.00042753172407474166,V206
279,0.00042366739297993805,V226
386,0.0004203108030406136,V333
415,0.0004030082150456841,id_23
418,0.00038904021234877886,id_26
213,0.0003822134748410176,V160
85,0.00037958340220310834,V32
161,0.0003744965802865542,V108
413,0.000373151272226294,id_21
214,0.00037153509773996395,V161
400,0.0003682796603772606,id_08
385,0.00036731267739558115,V332
416,0.0003516130827978075,id_24
379,0.0003510158954742743,V326
399,0.00033985798653437497,id_07
194,0.0003384590998836426,V141
392,0.0003342513052930679,V339
388,0.00033335230524502525,V335
216,0.00033261993415241155,V163
417,0.00033104125826685085,id_25
219,0.0003302298726585745,V166
74,0.00032591634860329753,V21
80,0.00032491461180295523,V27
383,0.00031982240164718273,V330
215,0.0003079009172849989,V162
384,0.0002982881320473721,V331
382,0.0002977933245929829,V329
68,0.0002917547687579328,V15
217,0.00028349772113741195,V164
84,0.00028265641092774436,V31
419,0.00027514699616078416,id_27
414,0.00027149702682613706,id_22
212,0.000271314556455245,V159
197,0.00026042497879070694,V144
164,0.00025027182531585146,V111
75,0.0002413142260823287,V22
390,0.0002253814444861424,V337
67,0.00021088710963907296,V14
380,0.0001974788032240376,V327
142,0.0001911137260301683,V89
191,0.00019042486826875214,V138
293,0.00018602334034919545,V240
391,0.0001753686126574325,V338
389,0.0001721096643436506,V336
322,0.00016538845543186413,V269
171,0.00016219265972462234,V118
387,0.00015687941141584016,V334
378,0.00015535672578638867,V325
381,0.00014945289855359777,V328
81,0.00014214208580486652,V28
175,0.00013959109477021918,V122
173,0.0001334837930525139,V120
170,0.00012744112846802897,V117
172,8.259411355877286e-05,V119
18,3.8507344887061634e-05,C3
160,1.907047154307672e-05,V107
358,0.0,V305
